sta_code,sku_code,长(CM),宽(CM),高(CM),qty
ORDER_0099,BOX_0099_0013,41.84,21.45,56.8,1
ORDER_0099,BOX_0099_0014,24.71,47.18,42.77,1
ORDER_0099,BOX_0099_0015,24.71,52.82,42.77,1
ORDER_0099,BOX_0099_0016,19.0,37.96,37.52,1
ORDER_0099,BOX_0099_0017,62.04,37.52,19.0,1
ORDER_0099,BOX_0099_0018,19.9,20.21,100.0,1
ORDER_0099,BOX_0099_0019,19.9,18.02,100.0,1
ORDER_0099,BOX_0099_0020,38.23,6.69,100.0,1
ORDER_0099,BOX_0099_0021,38.23,9.76,100.0,1
ORDER_0099,BOX_0099_0022,42.77,33.45,18.31,1
ORDER_0099,BOX_0099_0023,42.77,33.45,12.93,1
